country,description,employees,funding_stage,hq_address,linkedin_company,name_startup,operation_area,other_office,total_raised,verts_link,website_url,year_founded
Israel,Spacing is the leading website for comparison of co-working spaces and offices in Israel,1-10,Bootstrapped,"1 Arieh Shenkar Street, Herzliya, Israel","https://www.linkedin.com/company/spacing_il/about/,https://www.facebook.com/SpacingIl/",Spacing IL,Europe,,,"Commercial Search,Buy Sell & Rent,Commercial",https://www.spacing.co.il/,2017
Israel,Upscale vacation apartments with hotel services for tourists and business travelers.,51-100,A,"Hess 4, Jerusalem, Israel","https://twitter.com/sweet_inn,https://www.linkedin.com/company/sweetinn/,https://www.facebook.com/SweetinnTheNewTravelConcept",Sweet Inn,Belgium,"HaMelech Hiram 6, Tel Aviv-Yafo, Israel",$44M,"Travel & Vacation Search,Buy Sell & Rent,Hospitality",https://www.sweetinn.com/,2014
United States,"The leading real estate marketplace. Search millions of for-sale and rental listings, compare Zestimate® home values and connect with local professionals.",1001-5000,Public,"Greater Seattle Area, West Coast, Western US","https://twitter.com/zillow,https://www.linkedin.com/company/zillow,https://www.facebook.com/Zillow",Zillow,North America,,$96.6M,"Home Search,Buy Sell & Rent,Residential,Browser-based application,Location Analytics,Mapping,SaaS",https://www.zillow.com/,2005
United States,"Zillow is reimagining how people buy, rent and sell homes, empowering them with the data and services they need to get into a place they love.",1001-5000,Public,"Seattle (HQ), WAUnited States1301 2nd Ave","https://twitter.com/zillow,https://www.linkedin.com/company/zillow/,https://www.facebook.com/Zillow",Zillow Commercial,Canada,"New York, NYUnited States2 Park Ave 20th Floor",$96.6M,"Commercial Search,Buy Sell & Rent,Commercial,Automated Valuation,Browser-based application,Business Intelligence,Internet of Things (IoT),Location Analytics,Mapping,Marketplace,Mobile App,Property Mangement",https://www.zillow.com/ny/commercial-spaces_att/,2005
United Kingdom,"Zoopla encompasses some of the UK’s leading property portal, software, marketing and data insights brands that help property professionals market their properties, promote their brand, make informed decisions and manage their business efficiently.",1-10,Public,"London, GB (HQ)182-194 Union Street","https://twitter.com/zoopla,https://www.linkedin.com/company/zoopla/,https://www.facebook.com/ZooplaUK/",Zoopla,United Kingdom,,,"Home Search,Buy Sell & Rent,Residential,Business Intelligence,Data Analytics,Internet of Things (IoT),Location Analytics,Mapping,Marketplace,Mobile App,SaaS",https://www.zoopla.co.uk/,2007
United States,"With Realtor.com users are able to search for real estate property records, houses, condos, and lands all through an online platform.",1001-5000,Acquired,"3315 Scott Blvd, Santa Clara, California 95054, US","https://twitter.com/REALTORdotcom,https://www.linkedin.com/company/realtor-com/,https://www.facebook.com/realtor.com",Realtor.com,United States,,,"Travel & Vacation Search,Buy Sell & Rent,Residential,Automated Valuation,Big Data,FinTech,Location Analytics",https://www.realtor.com/,1996
United States,Zumper makes renting an apartment as easy as booking a hotel,51-100,C+,"49 Geary Street, San Francisco, CA 94108, US","https://twitter.com/Zumper,https://www.linkedin.com/company/zumper/,https://www.facebook.com/zumperinc",Zumper,North America,,$90M,"Travel & Vacation Search,Buy Sell & Rent,Residential,Data Analytics,Marketplace,Mobile App",https://www.zumper.com/,2012
United States,Creative Suites designed for the modern traveler.,101-250,B,"San Francisco (HQ), CAUnited States77 Maiden Ln, San Francisco","https://twitter.com/Lyric,https://www.linkedin.com/company/lyrichospitality/,https://www.facebook.com/lyric",Lyric,United States,,$240M,"NextGen Hospitality,Manage & Operate,Hospitality,Big Data,Marketplace,Mobile App,Property Mangement,Space as a Service (SPaaS),Travel-Tech",https://www.lyric.com/,2014
United States,Jetty is a new financial services company on a mission to make renting more affordable and effortless for everyone.,1-10,B,"New York (HQ), NYUnited StatesNew York, NY, USA","https://twitter.com/jetty,https://www.linkedin.com/company/jetty./,https://www.facebook.com/jettyinsurance",Jetty,United States,,$40.5M,"Invest & Finance,Home Insurance,Big Data,Business Intelligence,Data Analytics,Internet of Things (IoT),Work Flow Management",https://www.jetty.com/,2015
Israel,Liability Management for Commercial Real Estate,251-500,Seed,"175 Varick Avenue, Brooklyn, NY, USA","https://www.linkedin.com/company/jones1/about/,https://www.facebook.com/JonesInsuranceCo/",Jones,Global,,$2.8M,"Manage & Operate,Maintenance Services,Invest & Finance,Home Insurance,Automated Valuation,Big Data,Business Intelligence,Chatbot,InsureTech,Machine Learning,Mobile App,Property Management,SaaS,Work Flow Management",https://getjones.com/,2016
United States,"Kin is more than an insurance provider – it’s your partner in all things home insurance. Get a fast insurance quote and reliable, affordable coverage today.",51-100,Seed,"55 W Monroe St, Chicago, Illinois 60603, US","https://twitter.com/kinsured,https://www.linkedin.com/company/kin-insurance/,https://www.facebook.com/kinsured/",Kin Insurance,United States,,$77.1M,"Invest & Finance,Home Insurance,Residential,Data Analytics,FinTech,InsureTech,Location Analytics",http://www.kin.com/,2016
Israel,"Lemonade is a full stack insurance company powered by AI and behavioral economics, and driven by social good.",51-100,C+,"Aluf Kalman Magen Street 3, Tel Aviv-Yafo, Israel","https://twitter.com/Lemonade_Inc,https://www.linkedin.com/company/lemonade-inc-/,https://www.facebook.com/Lemonade",Lemonade,Germany,"5 Crosby St, New York, NY 10013, USA",$480M,"Invest & Finance,Home Insurance,Residential,Artificial Intelligence,Big Data",https://www.lemonade.com/,2015
United States,"Trōv is the world’s leading insurance technology platform, enabling the new ways people live, work, and move.",51-100,C+,"Danville (HQ), CAUnited States347 Hartz Ave","https://twitter.com/trov,https://www.linkedin.com/company/trovinc/,https://www.facebook.com/trov",Trov,United States,,$98.8M,"Invest & Finance,Home Insurance,Commercial,Residential,Big Data,Chatbot,Data Analytics,FinTech,Internet of Things (IoT),Mobile App",https://www.trov.com/,2012
United States,"Unforgettable trips start with Airbnb. Find adventures nearby or in faraway places and access unique homes, experiences, and places around the world.",10000+,C+,"San Francisco (HQ), CAUnited States888 Brannan St","https://twitter.com/airbnb,https://www.linkedin.com/company/airbnb/,https://www.facebook.com/airbnb/?brand_redir=153418281533641",AirBnB,Global,"Seattle, WAUnited States720 Olive Way",$4.4B,"Travel & Vacation Search,Buy Sell & Rent,Hospitality,Residential,Retail,Automated Valuation,Data Analytics,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS",https://www.airbnb.com/,2008
United States,The Premier Resource for Apartment Buildings FOR SALE!,1-10,Bootstrapped,"North Hollywood, California, United States","https://twitter.com/aptbldgs,https://www.linkedin.com/company/apartmentbuildings-com/,https://www.facebook.com/Apartmentbuildingscom/",ApartmentBuildings,United States,,,"Commercial Search,Buy Sell & Rent,Commercial,Residential,Data Analytics,Internet of Things (IoT),Marketing,Marketplace,SaaS",https://apartmentbuildings.com/,2017
Netherlands,"Big savings on hotels in 120,000 destinations worldwide. Browse hotel reviews and find the guaranteed best price on hotels for all budgets.",5001-10000,Acquired,"Amsterdam (HQ),Netherlands597 Herengracht","https://twitter.com/bookingcom,https://www.linkedin.com/company/booking.com/,https://www.facebook.com/bookingcom",Booking,Global,"São Paulo,Brazil",,"Travel & Vacation Search,Buy Sell & Rent,Hospitality,Big Data,Browser-based application,Data Analytics,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS",https://www.booking.com/index.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGqIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AqXS5u0FwAIB;sid=3fdc9f4b8c4a03d538497c32277b437f;keep_landing=1&sb_price_type=total&,1996
United States,42Floors is a search platform for office space.,1-10,Acquired,"San Francisco, US (HQ)100 Waller St #236","https://twitter.com/42floors,https://www.linkedin.com/company/42floors/,https://www.facebook.com/42floors",42Floors,United States,,$17.4M,"Commercial Search,Buy Sell & Rent,Commercial,Big Data,Internet of Things (IoT),Location Analytics,Marketplace,Mobile App,SaaS,Space as a Service (SPaaS)",https://42floors.com/,2011
Israel,Doron is your personal assistant in apartment affairs,1-10,NA,"Tel Aviv, Israel",https://www.facebook.com/dorontlv/,RealFriend,Israel,,,"Home Search,Buy Sell & Rent,Residential,Artificial Intelligence,Chatbot,Data Analytics,Machine Learning",https://dooron.co.il/,1899
United States,"Greystar, founded in 1993, provides world-class service in the multifamily real estate business.",10000+,Acquired,"465 Meeting St, Suite 500, Charleston, South Carolina 29403, US","https://twitter.com/GreystarApts,https://www.linkedin.com/company/greystar,https://www.facebook.com/greystarapts",Greystar,Europe,,$201M,"Home Search,Buy Sell & Rent,Residential,Data Analytics,Mobile App",https://www.greystar.com/,1993
United States,"SmartZip helps agents, teams & brokers grow their business with powerful data-driven and testimonial marketing solutions",101-250,B,"6200 Stoneridge Mall Rd., Suite 300, Pleasanton, CA 94588, US","https://twitter.com/smartzip,https://www.linkedin.com/company/smartzip/,https://www.facebook.com/SmartZipAnalytics",SmartZip,Global,,$37.2M,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Big Data,FinTech,Location Analytics,Marketing,Mobile App,Predictive Analytics,SaaS",https://smartzip.com/,2008
United States,Structurely is an artificial intelligence inside sales agent that follows up with and qualifies onlines leads for Realtors through messaging 24/7,1-10,NA,"Johnston, Iowa, United States","https://twitter.com/structurelyre,https://www.linkedin.com/company/structurely,https://www.facebook.com/structurely",Structurely,United States,,,"Buy Sell & Rent,Agent Tools & Services,Automated Valuation,Big Data,Browser-based application,Business Intelligence,Chatbot,CRM,Data Analytics,SaaS",https://structurely.com/,2016
Belgium,SweepBright transforms the real estate sales flow into a fully digital journey.,1-10,Seed,"Las Vegas (HQ), NVUnited StatesNew York New York Casino, 3790 S Las Vegas Blvd","https://twitter.com/sweepbright,https://www.linkedin.com/company/sweepbright/,https://www.facebook.com/sweepbright",Sweep Bright,Europe,,€4.3M,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Big Data,Browser-based application,CRM,Data Analytics,GPS,Mobile App,SaaS,Work Flow Management",https://www.sweepbright.com/,2016
United States,Luxury Pop-up hotel in brand new apartment buildings,51-100,B,"Baltimore (HQ), MDUnited States225 N Calvert St #1033","https://twitter.com/whyhotel,https://www.linkedin.com/company/whyhotel/,https://www.facebook.com/whyhotelcom/",Why Hotel,United States,"700 NORTH RANDOLPH STARLINGTON, VA 22203",$33.9M,"NextGen Rentals & Coliving,Manage & Operate,Commercial,Big Data,Data Analytics",https://whyhotel.com/,2016
Germany,We are changing the way people live together and share their lives around the globe.,101-250,NA,"Zossener Strasse 55Berlin, Berlin10961","https://www.linkedin.com/company/go-quarters,https://www.facebook.com/goquarters",Quarters,Germany,,$300M,"NextGen Rentals & Coliving,Manage & Operate,Browser-based application,Data Analytics,Internet of Things (IoT)",https://www.quarters.com/,2016
United States,"Showing Suite is a web-based software that real estate agents, brokers, and home sellers use to automate the business.",1-10,Acquired,"Greater San Diego Area, West Coast, Western US",https://www.linkedin.com/company/showing-suite-inc/about,Showing Suite,United States,,,"Buy Sell & Rent,Agent Tools & Services,Big Data,Browser-based application,Business Intelligence,CRM,Data Analytics,SaaS",http://www.showingsuite.com/,2001
United States,"Web-based software that helps you build a commercial real estate proforma, run investment and credit metrics, and generate presentation-quality reports. PropertyMetrics takes the pain and inconvenience out of real estate financial modeling with a simple-to-use web-based and tablet compatible solution.",1-10,NA,,"https://twitter.com/propertymetrics,https://www.linkedin.com/company/propertymetrics/",PropertyMetrics,,,,"Invest & Finance,Data & Valuation,Commercial,Big Data,Browser-based application,Data Analytics,SaaS",https://propertymetrics.com/,
United States,"The safest, most efficient way to complete official real estate disclosure forms such as the TDS, SPQ and AVID in California",1-10,Seed,"1049 Market Street, Suite 108, San Francisco, CA 94103, US",https://www.linkedin.com/company/glide-sf/about/,GLIDE,United States,,,"Transaction Management,Buy Sell & Rent,Residential,Automated Valuation,Big Data,Business Intelligence,CRM,Data Analytics,Work Flow Management",https://www.glide.com/,2017
United States,"Real Estate transaction management solutions designed for Agents, Teams, Brokerages, and Transaction Coordinators.",1-10,A,"Charleston, South Carolina, United States","https://twitter.com/PrecloseApp,https://www.linkedin.com/company/preclose/,https://www.facebook.com/preclose/",preclose,United States,,,"Transaction Management,Buy Sell & Rent,Residential,Automated Valuation,Business Intelligence,Data Analytics,SaaS,Work Flow Management",http://preclose.com/,2016
United States,dotloop provides an online platform to empower real estate professionals to get deals done.,51-100,Acquired,"Cincinnati, Ohio.","https://twitter.com/dotloop,https://www.linkedin.com/company/dotloop/,https://www.facebook.com/DotLoop",dotloop,United States,,$9.1M,"Transaction Management,Buy Sell & Rent,Commercial,Residential,Big Data,Browser-based application,Business Intelligence,Data Analytics,Internet of Things (IoT),Mobile App,SaaS,Work Flow Management",https://www.dotloop.com/,2008
United States,Snapdocs is a digital loan closing platform for lenders and title and escrow companies.,1-10,A,"San Francisco , CAUnited StatesSan Francisco","https://twitter.com/snapdocs,https://www.linkedin.com/company/snapdocs/,https://www.facebook.com/snapdocs",snapdocs,United States,,$18M,"Transaction Management,Buy Sell & Rent,Automated Valuation,Big Data,Business Intelligence,Data Analytics,Mobile App,SaaS",https://www.snapdocs.com/,2012
United States,eero is a home WiFi system.,101-250,C+,"660 3rd street, San Francisco, California 94109, US","https://twitter.com/geteero,https://www.linkedin.com/company/eero,https://www.facebook.com/eero",eero,Canada,,$118.2M,"Residential,Internet of Things (IoT),Smart Home",https://eero.com/,2014
Israel,HD 3D City Modeling,1-10,NA,,,GeoSim,,,,,https://geosimcities.com/,1899
United States,"Nucleus is a family communication device that connects you with the people you love, whether they’re downstairs or across the country.",1-10,A,"New York (HQ), NYUnited States16 W 22nd St",https://www.linkedin.com/company/nucleus-intercom/about/,Nucleus,United States,"Philadelphia, PAUnited StatesPhiladelphia, PA, USA",$9M,"Commercial,Hospitality,Residential,Big Data,Browser-based application,Business Intelligence,Internet of Things (IoT),Mobile App,SaaS,Smart Building,Smart Home,Work Flow Management",https://nucleuslife.com/,2014
Israel,Social Real Estate Matching Platform,1-10,Seed,"Blokh st. 24, Tel Aviv, IL","https://twitter.com/Quicknest,https://www.linkedin.com/company/quicknest/about/,https://www.facebook.com/quicknest",Quicknest,Israel,,$35K,"Home Search,Buy Sell & Rent,Residential,SaaS",https://www.quicknest.co.il/,2016
Austria,"indoo.rs is a technology development company that creates state of the art indoor mapping, localization, and routing technology.",1-10,Seed,"Geyschlägergasse 14/2.OG, Vienna, Vienna 1150, AT","https://twitter.com/indoo_rs,https://www.linkedin.com/company/indoo-rs/,https://www.facebook.com/indoo.rs/?fref=ts",indoo.rs,"VIE Office Park 3, Object 682, 3rd floor, Vienna Airport, Vienna 1300, AT",,€2.2M,"Manage & Operate,Indoor Navigation,Commercial,Hospitality,Residential,Retail,Data Analytics,GPS,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS",https://indoo.rs/,2010
United States,"Kitchen United provides restaurant brands a turnkey, capital-light way to expand their reach to the off-premise diner.",1-10,B,"25 Valley St, Pasadena, California 91105, US","https://twitter.com/KitchenUnitedHQ,https://www.linkedin.com/company/kitchen-united/,https://www.facebook.com/KitchenUnitedHQ/",Kitchen United,United States,"KU River North820 N Orleans St, 2nd Floor, Chicago, Illinois 60610, US",$50M,"Other Space Search,Buy Sell & Rent,Commercial,Business Intelligence,Marketing,Mobile App,Property Mangement,Space as a Service (SPaaS),Web Platform,Work Flow Management",https://www.kitchenunited.com/,2017
Netherlands,Indoor technology,1-10,NA,De Zelling 83342 GS Hendrik-Ido-AmbachtThe Netherlands,"https://twitter.com/movin_io,https://www.linkedin.com/company/movin-software",Movin,Global,,,"Manage & Operate,Indoor Navigation,Commercial,Retail,Data Analytics,Internet of Things (IoT),Location Analytics,Mapping,Mobile App,SaaS",https://www.movin.io/,2012
Israel,"Real-time visualization software and 3D modeling services to visualize, analyze and communicate projects and designs. We bring your projects to life!",1-10,B,"289 Currier Drive, Manchester, NH 03104, US",https://www.linkedin.com/company/rdv-systems/,RDV Systems,Israel,,$1M,"Planning & Design Tools,Plan & Build,Commercial,Hospitality,Residential,Retail,3D Modeling,Augmented Reality,BIM,Geosptial,Mobile App,SaaS,Virtual Reality",http://www.rdvsystems.com/,2005
,BuildingConnected is a preconstruction management platform connecting every business in the $10 trillion construction industry.,101-250,Acquired,,"https://twitter.com/BldgConnected,https://www.linkedin.com/company/buildingconnected-inc-/,https://www.facebook.com/BuildingConnected/",Buildingconnected,,,$52.7M,"Plan & Build,Management & Collaboration Tools,Commercial,Residential,Automated Valuation,Cloud,ConTech,Data Analytics,Internet of Things (IoT),Project management,SaaS",https://www.buildingconnected.com/,2012
Barbados,VR Immersive Real Estate Marketing,1-10,NA,"77 King St W, #400, Toronto, Ontario M5K 0A1, CA","https://twitter.com/vrlisting,https://www.linkedin.com/company/vr-listing/,https://www.facebook.com/vrlisting/",VR Listing,Global,,,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,3D Modeling,Augmented Reality,Internet of Things (IoT),Marketing,SaaS,Virtual Reality",https://www.vrlisting.com/,2015
United States,Ten-X is an online real estate transaction marketplace that allows users to buy and sell commercial properties.,1001-5000,Acquired,"15295 Alton Pkwy, Irvine, California 92618, US","https://twitter.com/tenx_cre,https://www.linkedin.com/company/ten-x/,https://www.facebook.com/tenxcommercial",Ten-X,United States,,$141.8M,"Commercial Search,Buy Sell & Rent,Commercial,Big Data,Data Analytics,Location Analytics,Marketplace",https://www.ten-x.com/,2009
United States,"Roomi helps people break free from the traditional lease and find flexible, affordable co-living solutions that feel like home.",51-100,A,"New York (HQ), NYUnited StatesThe City University Of, 205 E 42nd St","https://twitter.com/RoomiApp,https://www.linkedin.com/company/roomi/,https://www.facebook.com/RoomiApp/",Roomi,United States,,$17M,"NextGen Rentals & Coliving,Manage & Operate,Hospitality,Big Data,Browser-based application,Data Analytics,Internet of Things (IoT),Location Analytics,Marketplace,Mobile App,SaaS",https://roomiapp.com/,2015
,,1-10,NA,,"https://twitter.com/archiproducts,https://www.linkedin.com/showcase/archiproducts/,https://www.facebook.com/archiproducts/",Archiproducts,,,,"Plan & Build,Construction Marketplaces,Browser-based application,ConTech,Data Analytics,Internet of Things (IoT),Marketing,Marketplace,Mobile App",https://www.archiproducts.com/,1899
,Area Pulse can create updated reports about the Real-Estate market relevant to the client’s neighborhood or desired neighborhood.,1-10,NA,,,Area Pulse,,,,"Buy Sell & Rent,Agent Tools & Services,Residential,Automated Valuation,Location Analytics,Mapping",https://areapulse.com/,1899
, BuildingIQ developed a 5i Platform of technology-enabled services that power a better Internet of Things (IoT) approach for buildings.,51-100,Grant,,,BuildingIQ,,,$31.6M,"Manage & Operate,Energy Management,Commercial,EnergyTech,Machine Learning,Property Mangement,SaaS,Smart Building",https://buildingiq.com/,1899
,     ,1-10,NA,,,Castle,,,,"Manage & Operate,Leasing & Asset Management",Not available right now,1899
United States,"Equifax manages financial, demographic, employment, and marketing information in the U.S., Canada, the U.K, and Brazil for commercial uses.",10000+,Public,"P.O. Box 740241, Atlanta, GA 30374, US","https://twitter.com/equifaxinsights,https://www.linkedin.com/company/equifax/,https://www.facebook.com/Equifax/",Equifax,Brazil,,,"Invest & Finance,Digital Lenders & Brokers,Big Data,Cloud,Data Analytics,FinTech",https://www.equifax.com/personal/,1899
Israel,Malfunctions Monitoring and Predictive Maintenance for Elevators,1-10,Bootstrapped,"Ba'alei Melacha St 26, Haifa, Israel",https://www.linkedin.com/company/exypnos/,Exypnos,Israel,,,"Manage & Operate,Maintenance Services,Commercial,Hospitality,Residential",https://www.lift.exypnos.co.il/,2012
Israel,,1-10,NA,,,Buzzz TV,,,,"Property Management,Operational Data & Analytics,Manage & Operate",http://www.buzzztv.com/,1899
,"DocuSign helps organizations connect and automate how they prepare, sign, act on, and manage agreements.",1-10,NA,,,DocuSign,,,,"Transaction Management,Buy Sell & Rent",https://www.docusign.com/,1899
United States,"FlyHomes is an end-to-end real estate brokerage and technology company that empowers home buyers, sellers, and agents to win.",51-100,NA,"1201 Western Ave, 100, Seattle, WA 98101, US","https://twitter.com/realflyhomes,https://www.linkedin.com/authwall?trk=bf&trkInfo=AQEdUWnQkPfEUQAAAW1Y7kAAVqYJZkgomiYd6Gow0U6D7KWCJuLgQWLteM7NnyJr9G5_6W7U1cZAbwngMCy2oUruUacDcWFtKirEf4MzAT_SJw27298P1HT4Cbvx3ydRR_whJEs=&originalReferer=&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fflyhomes%2F,https://www.facebook.com/RealFlyhomes/",FlyHomes,United States,"800 W El Camino Real, Suite 180, Mountain View, CA 94040, US",$160M,"iBuyer,Buy Sell & Rent,Residential,FinTech",https://www.flyhomes.com/,2015
United States,Cloud CMA is the easy way to create amazing reports that help you write more offers and win more listings.,1-10,Bootstrapped,"Greater Los Angeles Area, West Coast, Western US","https://twitter.com/CloudCMA,https://www.linkedin.com/showcase/cloud-cma/,https://www.facebook.com/CloudCMA",Cloud CMA,United States,,,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Big Data,Browser-based application,Business Intelligence,Cloud,Data Analytics,Mobile App,SaaS",https://cloudcma.com/real-estate-agents,2010
United States,Real Estate Software for agents & brokers,101-250,A,"North Charleston (HQ), SCUnited States1505 King St Ext #101","https://twitter.com/boomtownroi,https://www.linkedin.com/company/boomtown---real-estate-web-platform/",BoomTown,United States,"Emeryville, CAUnited States4701 Doyle St #16",$32.1M,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Business Intelligence,CRM,Data Analytics,Internet of Things (IoT),Mobile App,SaaS,Work Flow Management",https://boomtownroi.com/,2006
United States,Changing the way we build and live a community collaborating innovation for the building future,1-10,A,"New York , NY 10024, US",https://www.linkedin.com/company/bayabuild/,Bayabuild,North America,,,"Plan & Build,Advanced Building Methods,Residential,Artificial Intelligence,ConTech,Smart Home",https://bayabuild.com/,2015
Israel,Redefining Construction for the Commercial Real Estate Sector,1-10,Pre-Seed,"Rothschild Boulevard 9, Tel Aviv-Yafo, Israel",https://www.linkedin.com/company/buildos/about/,Swapp,Asia,,$0.1m,"Planning & Design Tools,Plan & Build,Commercial,Artificial Intelligence,Data Analytics,Machine Learning",https://www.swapp.net/,2019
Israel,The first window cleaning robot,1-10,Seed,"Hapelech Street 7, Tel Aviv-Yafo, Israel","https://twitter.com/RoboticsSkyline,https://www.linkedin.com/company/skyline-robotics/,https://www.facebook.com/SkylineRobotics/",Skyline Robotics,Israel,"6th ave, NYC, NY 10036, US",$3M,"Manage & Operate,Maintenance Services,Commercial,Artificial Intelligence,Machine Learning,Robotics",https://www.skylinerobotics.com/,2017
United States,"Real Estate Referrals, Prescreened and Live Transferred",101-250,Acquired,Southern US,"https://twitter.com/OfficialOpcity,https://www.linkedin.com/company/opcity,https://www.facebook.com/opcity",OpCity,United States,,$27M,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Big Data,Browser-based application,Business Intelligence,Data Analytics,Leads Generation,Location Analytics,SaaS,Work Flow Management",https://www.opcity.com/,2015
Australia,OpenAgent is a real estate company in Australia.,1-10,B,WoollahraAustralia156 Edgecliff Rd,"https://twitter.com/openagentOZ,https://www.linkedin.com/company/openagent-com-au,https://www.facebook.com/openagent",OpenAgent,Australia,,$16.2M,"Buy Sell & Rent,Agent Tools & Services,Residential,Automated Valuation,Big Data,Browser-based application,Data Analytics,Mobile App,SaaS",https://www.openagent.com.au/,2012
United States,"Showcase IDX leading IDX plugin for Wordpress, helping agents generate leads, improve websites, and stand out from other agents.",1-10,NA,"Greater Atlanta Area, East Coast, Southern US","https://twitter.com/showcaseidx,https://www.linkedin.com/company/showcase-idx,https://www.facebook.com/ShowcaseIDX",Showcase IDX,United States,,,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Big Data,Browser-based application,Business Intelligence,Data Analytics,Internet of Things (IoT),Mobile App,SaaS,Work Flow Management",https://showcaseidx.com/,2002
United States,Realtors Property Resource delivers on-the-go access to an all-encompassing real estate platform.,1-10,NA,,"https://twitter.com/hashtag/myrpr,https://www.facebook.com/narrpr",RPR Mobile,,,,"Buy Sell & Rent,Agent Tools & Services,Commercial,Residential,Automated Valuation,Data Analytics,Location Analytics,Mapping,Mobile App",http://blog.narrpr.com/,2009
Israel,Real Estate Insurance Reinvented. Better coverage in a fraction of the time at a fraction of the cost,1-10,Pre-Seed,"1390 Market St. Suite 200San Francisco, CA 94102","twitter.com/honeycombins,linkedin.com/company/honeycombinsurance,facebook.com/honeycombins",Honeycomb Insurance,United States,"Doctor Haim Brody Street 5, Tel Aviv-Yafo, Israel",,"Invest & Finance,Home Insurance,Commercial,Chatbot,Data Analytics,Internet of Things (IoT),Location Analytics,Property Mangement",honeycombinsurance.com,2019
United States,"We Made it Easy to Shop for Insurance. See your options, compare policies, and get the home or auto coverage you need in minutes.",1-10,Seed,"1391 Speer Blvd, Suite 850, Denver, Colorado","https://twitter.com/coveredhq,https://www.linkedin.com/company/coveredhq,https://www.facebook.com/CoveredHQ",Covered,United States,,$700K,"Invest & Finance,Home Insurance,Big Data,Business Intelligence,Data Analytics,Internet of Things (IoT),Work Flow Management",https://www.itscovered.com/,2016
United States,Flyreel provides advanced Artificial Intelligence (AI) solution for property insurance.,1-10,Seed,"3000 Lawrence StreetDenver, CO 80205","https://twitter.com/flyreelai,https://www.linkedin.com/company/flyreel/",Flyreel,United States,,$5.9M,"Invest & Finance,Home Insurance,Artificial Intelligence,Automated Valuation,Big Data,Business Intelligence,Data Analytics,Internet of Things (IoT),Mobile App,Work Flow Management",https://www.flyreel.co/,2013
United States,"Accurate, Interactive 3D Model of Any Property",101-250,C+,"634 2nd St, Floor 3, San Francisco, California 94107, US","https://twitter.com/hover3d,https://www.linkedin.com/company/hover-inc-/,https://www.facebook.com/hover3d/",Hover,Global,,$67.3M,"Invest & Finance,Home Insurance,Commercial,Residential,3D Modeling,Business Intelligence,Deep Learning,Internet of Things (IoT),Materials Sciences,Mobile App,SaaS",https://hover.to/,2011
Asia,"Beike (www.ke.com) was founded in early 2018, China’s newest, smartest and technology driven multi-service property platform.",251-500,C+,"Beijing (HQ),China5 Jiangtai Rd, Chaoyang Qu",https://www.linkedin.com/company/beike/about/,Ke.com / Beike,Australia,,$1.2B,"Home Search,Buy Sell & Rent,Residential,Data Analytics,Internet of Things (IoT),Location Analytics,Mobile App,Property Management",https://bj.ke.com/,2018
Israel, A Smart Apartment Search App Assistant Powered by AI,1-10,Bootstrapped,"Dubnov St 7, Tel Aviv-Yafo, Israel","https://twitter.com/livvhomes,https://www.linkedin.com/company/livv-homes/,https://www.facebook.com/livv.homes/",LIVV,Global,,,"Home Search,Buy Sell & Rent,Residential,Artificial Intelligence,Big Data,Deep Learning,Machine Learning",https://www.livv.co/,2017
Israel,AI Real Estate Platform,51-100,A,"Yigal Alon 57, Tel Aviv-Yafo, Israel","https://www.linkedin.com/company/localize-city/,https://www.linkedin.com/company/localize-city/,https://www.facebook.com/LocalizeNYC/",Localize (Madlan),Israel,,$11M,"Home Search,Buy Sell & Rent,Residential,Artificial Intelligence,Big Data,Data Analytics,Mobile App",https://www.localize.city/,2012
United States,OfficeSpace.com is a search engine that helps users find office space for their business.,1-10,NA,"Greater Seattle Area, West Coast, Western US","https://twitter.com/officespace,https://www.linkedin.com/company/officespace.com/,https://www.facebook.com/OfficeSpacers",OfficeSpace,United States,,,"Commercial Search,Buy Sell & Rent,Commercial,Co-Working,Data Analytics,Internet of Things (IoT),Location Analytics",https://www.officespace.com/,1995
Israel,Apartment booking for businesses.,1-10,NA,"Menachem Begin Road 121, Tel Aviv-Yafo, Israel","https://www.linkedin.com/company/oneagent/,https://www.facebook.com/oneagent.co/",OneAgent,Israel,,,"Travel & Vacation Search,Buy Sell & Rent,Hospitality",http://oneagent.co/,2014
